"Review","Date","Location"
"****DO NOT USE BLUEHOST****STAY AWAY FROM BLUEHOST WHAT A NIGHTMARE!!
If I could give 0 stars I would , my list of complaints is long, I bought the webhosting and professional email address a week ago. Since then I have not been able to access both and have contacted the online support 3 times !! and the issue is still not resolved. I have asked them to cancel and give me a refund apparently I cant cancel or get a refund. I have asked them to cancel auto renewal as well and they are ignoring my requests.
1) The chat support team take way to long to respond to messages.
2) Agents give different information on how to resolve the issue
3) I raised a ticket and they promised to resolve within 24-48 hours later, guess what, no resolution up until now!!
4) On chasing update and progress on case this is the response
The case is still open. You will have to wait for the team to reach out to you. They will reach out to you soon.
I don't even know what's that supposed to mean? My question is not is the case open or closed. I need this resolved now.
4) I asked for cancellations , complaints and or head office phone number and was told there is none. What kind of company has no complaints or escalation phone number????
5) It's a waste of time and money going back and forth and still issue remains unresolved.

Take your business elsewhere , its not worth the effort.","July 17, 2024",GB
"I paid for a Google business account that no one could get to work and then I wasn't refunded for. They took an additional $400 out of me using a debit card that had been previously canceled for fraud, not sure how they even did that. Be very careful with their terms of service. Especially the automatic renewal. And don't expect help for your tech issues or any account management assistance. They are a money farm with decent hosting and that is all.","July 01, 2024",US
"Bluehost is generally pretty good, and while I changed hosting to another company, I was mostly satisfied with their hosting and renewal pricing. However, I found their chat support feature terrible over the three years I was with them. There are too many ""bot/AI"" answers, and it takes a very long time to have a human-to-human ""chat"". This is very frustrating, especially when one is busy. I wanted to permanently delete my Bluehost account (hosting was already cancelled a few weeks ago), and they couldn't provide me with any explanation as to why they couldn't delete it. Their only answer was ""It will be automatically deleted"". They also can't give me any timeframe of when that auto-deletion will happen, leading to more frustration. It's a shame this top company has such an inefficient chat feature.","July 16, 2024",CA
"I have used bluehost for years, but when I wanted to downgrade my service they told me I couldn't and I ended up paying $300 for an estore I didn't use. The next year I spent so much time with the IT trying to figure out what I needed and all I needed to do was get a basic plan and migrate my website over. When I went to do it the new IT person did the same party line of... no there is no way to do that you will have to keep the service if you want to keep your service. When I told them that I knew that you could do it with migrating, they offered to help, but would not have told me about it in the first place. They are vague and not upfront with details and want to nickel and dime people and use their inexperience to bleed them drive. Not a great company!","July 16, 2024",US
For over three weeks I have been unable to use my business email. Bluehost support has been mostly awful. It took over a week to have a case number and not jump through hoops. three help agents hung up on me when they were unable to help.,"July 15, 2024",US
Lied to about what I was paying for in regards to my professional email hosting. We were locked out of our emails due to overages on our storage that wasn't supposed to be capped. We received no emails or phone calls warning of us approaching the cap. They just locked us out of the email. Customer service was no help in getting the issue resolved so we could actually access our emails to get under the cap. I was disconnected 4 times throughout the process and had to start from scratch each time. It was a constant loop. Would not recommend for business use.,"July 15, 2024",US
"My entire website went down lost a lot of business because for some strange sporadic reason, Bluehost changed the IP address in the A records without my consent or knowledge. How is this even legal? It's not ethical. I've had nothing but issues and you cannot ever speak to a manager or anyone with authority to sort out these issues. I'm so done with Bluehost and will be transferring everything. Now I have to deal with the stress of checking my site every day to make sure they don't change the A records again.","July 13, 2024",CA
"HORRID EXPERIENCE:::i had a malware attack and by new rules they prevented me to clean my files....thy immediately upselled me sitelock service...which is 350 USD per year which I bought because I am a fool. No reply from sitelock team via email after I purchased the service. The name of the person on phone was Scott Swing....he nice talked me into buying their most expensive service defend +. He said all my files will be cleaned and protected on my account. Later I found out the he sold me package only for 1 website. Not for the whole account I have 8 websites there. So malware is still there. And they want 2400 USD per year just to protect account. Biggest scam in the world. Again he sweetalked me into signing a deal and not telling me they will protect and clean files only on 1 website....Also the support team is all just upseelling all the time. No skills , only stupid sheeps hired abrodas with thick Indian accents....bluehost used to be good host. You would delete your own files....not anymore. As soon you have malware on your account, they lock it and they forve you to pay 300 use per year for each website. RUN!!!!!!!!!!!!!!!!!!!!!!!!....he support is horrible. they scam you....really you have to chat 5 - 10 times to get issue resolved..... RUN!!!!","July 11, 2024",SI
"I took back this review. Bluehost is a nightmare. For the past 10 days I am not receiving emails from my domains and the SSL is not working despite Bluehost asking me to hold on for the past 10 days. Don't use Bluehost, they will mess up your business! Their SSL is not genuine and it will never work! I have to leave them and I am asking for a refund!","July 14, 2024",GB
"Customer since 2021
It seems the updated prices are decent but their service and support has been so painstaking to deal with had to contact support any time I wanted to know what my renewal prices would be, even paid for fully managed hosting with SSL provided and they let my sites DNS records go offline for around 2 months then blamed me but if I wanted to manage the SSL and hosting why am I paying them 175$/yr to host my website for me if they are just waiting for me to ask for help?

Don't fall for the nice interface and all the free bells and whistles that they throw at you free for a year or at a discount trust me it was around 70$ for the first year next they tell me its 225$ a year or I can do a 2 year renewal instead and get all of my services for only 348... I even filed for a data request of my customer support and account logs and was never responded to, was even sent a promo email from the DNS verified ""e.bluehost.com"" email they use for their marketing emails and keep saying its a scam, they just have no idea what the left or right hand is doing... Its a headache if I realized all of the shady business practices and lengthy terms I would have never signed up. So many customer service interactions that ended up never hearing back and then when I asked to reference the chat transcript which should always be possible for a paying accounts records was told they cant go any further back than a year... Also notice how there is no renewal prices? Yeah you have to click ""Renew Now"" button with your payment method selected to go to checkout and see the cost or you might be getting a random charge soon more than you expected.

BEWARE I made this account purely because I believe 100% this company is doing their customers wrong on so many levels just do your research plenty of similar experiences this is not new those intro rates don't last long.","July 13, 2024",US
"I had a very disturbing conversation with one of your representative’s named “Carl” when I called to get discuss a discount for my annual hosting.

I have been with BH for more than a decade. I first rep I talked to “John” who said the best he could do was 15% discount for three more years of hosting. I asked to speak to someone in Retention and he put me through to “Carl”.

Carl told me he could offer 15% then he said his max discount was 20%. I asked if he was in Retention and he said no, that he and John were at the same level but he could offer more because he had worked at Bluehost for 5 years. He then went on to say “let me look up John to see how long he has been with Bluehost.” Since their length of employment was irrelevant to my situation, I said, “I really don’t think that matters,” and asked him to connect me to Retention.

He started telling me I should hang up and call back because he felt like I was ‘calling him a liar and he did not like people who called him a liar.’

I did nothing remotely of the sort. He kept going on and on that if I didn’t trust him I should hang up.

So I disconnected. He sounded unstable and disturbed.","July 12, 2024",US
"I cancelled my hosting service and set everything to not autorenew about two years ago. This morning, Bluehost billed my credit card $360. I called and they are refunding the charge, but they tried to tell me I never turned off the autorenew feature. That isn't true. They've been sending me those warning emails that my domain will be deleted BECAUSE I had autorenew turned off. I logged in multiple times to make sure autorenew was turned off. Then magically, this morning, it got turned back on... BUYER BEWARE.","July 13, 2024",US
"The Bluehost migration team didn't complete the process. The website was completely crashed, and I had to call dozens of times until a skilled rep answered the phone. Also, the migration team didn't send instructions for the transfer completion. Their policy is so hard to find and it states that they can refuse services for any reason. Don't use Bluehost external services, it is a scam by unprofessional staff. Rather take the time and do it yourself, or hire a freelancer to do it. Be aware that Bluehost is blacklisted, and you will be too automatically because of that. I will definitely switch the provider when the renewal approaches.","May 01, 2024",RS
"Seriously, some of the worst customer service we have ever received. Back and forth with one of their reps trying to get our site back up and live and it was clear that they weren't reading my messages properly even when I asked the same exact question multiple times. Kept telling me they were looking into the issue but weren't even doing the basic troubleshooting required and then they said they closed the ticket before the problem was resolved. I tried to open another one and they closed that pretty much straight away too. Terrible, terrible, terrible. So pleased we're moving away from them next month when our contract comes up for renewal.","July 12, 2024",GB
"One of the worst customer support ever encountered. Buggy platform, with a lot of issues, and hope that you'll never have to deal with the customer support, which is all outsourced...","July 12, 2024",IT
"I keep getting inconsistent information each time I call for help. My site was taken down because the first assistant gave me poor information on renewal. Then, another customer rep told me the XML file was all I needed to rebuild the site. A fourth rep helped upload the file, and stated ""your site will be up in 2 days"" but nothing happened. The last customer rep told me the XML file cannot be used, but I need an HTML file. I wish someone knew what was going on.","July 11, 2024",US
"I signed up to try a blog thinking it was a minimal amount and I would blog about my vacation. I looked at my credit card and was billed hundreds of dollars. They automatically renewed at the higher price and double billed me. When I called to complain as I had never even started a blog, they admitted the double booking but their policy only allowed a partial refund. Get very clear what your charges will be after the introductory price because it's a bait and switch.","July 11, 2024",US
"I've had to speak with CS several times over the last couple days to try and resolve issues related to their website and the products they provides (specifically with Wordpress), and every single CSR rep has been unresponsive for very long periods of time and condescending for the most part. After using the site and dealing with the CS, I'm not sure I'd recommend this site for users.","July 10, 2024",US
"This company took money out of my bank account. One for $407.64 and the other is $37.17.
They sounded nice and had me screen shot the charges and email it to them. I thought it was going good and then he said, Yes, that is us but you will have to dispute it with your bank, I'm not able to return the money since you do not have an account with us!!!! Ugg. That is the whole point of me disputing it. I do not have an account with them, I have never heard of this company before.
They took the money out and they should be the ones to refund it, not my bank. I consider this stealing and I will report to the police department next.","July 10, 2024",US
"Horrendous experience!!! Stay Away.

I've been trying to work with them to find resolutions for the slowest web hosting I've ever seen and customer service does not care or try to solve problems, When I asked to cancel, conveniently, their systems were down and I'll have to reach out later on, just great!

Edit1: No thanks, I choose my mental sanity 😁 I never want to speak or hear from this company ever again, pure headache","July 09, 2024",CA
I called in because it was tryying to charge me twice for hosting and would not let me build my website. After being on hold in chat for over half hour the tech came back and hung up the chat after asking me to give him a review. No one ever assisted me and my website is still not up and running.,"June 28, 2024",US
I have been lied to by staff numerous times over the years and staff have also acted unprofessionally and made changes to my websites without telling me. Recently I learned that my SSL was not active. I had been reporting this for months and they said it was active.,"July 10, 2024",US
"Bluehost expired my subscription 15 days earlier, and forcing me pay for next whole year to download my files. the customer support is not very helpful and guiding me about things which their website do not have.","July 10, 2024",PK
"Bluehost and Buehost support used to be fantastic. But, something happened over the last year or so that has changed Bluehost. Rumor has it that it's a change in ownership or leadership. But, out of the blue I started incurring all sorts of issues that I had never had before. And, the support people were very friendly, but completely clueless. I used to call and within a few minutes the issues were solved. More recently, none of the initial support could solve anything. It would then take 3 days for them to fix the issue. This happened several times. And, then they billed me for over 4 times what I had been paying. No explanation, just the bill. When I called they basically said screw you, that's what you owe. So, I'm absolutely delighted to say that my sites have found a new and wonderful home for $52 a year, instead of the $1660+ Bluehost wanted for 3 years. So, to those who basically told me to stick it up my butt, I'm really sorry you have to work for such a screwed up company.... but maybe that's where you belong.","March 31, 2024",US
"It's now 37 days still waiting for Escalations team to sort out my account verification and having proof of payment sent to my email. It takes this long because stuff is incompetent, they lie, they blame customers for issues that arise when using the service. It amazes me why Bluehost has an average of 4,1 on Google maps they have 1,8 rate. scours of people complaining over similar things. Facebook reviews disabled too. Don't purchase anything with these lawless people. Take your money elsewhere save yourself the inconveniences.","July 10, 2024",ZA
"I've mostly had good experiences with BlueHost up till this last week.

The blue host server messed up several of my websites, and judging from their recent reviews, it feels like something has happened internally in the last couple of weeks that has caused customer support to turn on their customers pretty flagrantly.

I discovered blue host installed something called Wonder Blocks on websites that blocks access to the theme's editor for two of my sites, and BH says it is the theme's fault. It seems that the product was named appropriately.

They have screwed up my upload folder on a site when fixing a media file issue that was caused because of their server. And in fixing that totally wiped out the CSS. Fortunately, I had backups.

In dealing with customer support today, tech Joe was quite rude; he said the issue was that the domain was not pointing to blue host. I was able to prove that was not true, but it's just not worth going back to them anymore.

I also noticed that if you have a not-so-good experience with a tech, he will put you on hold and not forward you to the survey in order to keep from getting the low ratings they deserve for lack of politeness and or knowledge.

The shame of it is I have recommended bluehost to many clients, so now I will be recommending they all move.

I'm curious: is Marissa a real person or ai generated response on Trustpilot for Bluehost?","July 09, 2024",US
"So far, bluehost has been a nightmare. I just wanted to transfer my Wordpress website from Godaddy to them to host and they told me they would have to build a whole new website. I did it and it has been a complete s*** show. I don’t know what is going on. I’m going to call Godaddy and renew my subscriptions bc this company is so disorganized.","July 09, 2024",US
"Worst customer care, almost as bad as META for paid advertising.
Platform has bugs, shut me out the account, slow and poor customer care.
Closed the account and 8 weeks later still not got my money back from BlueHost.","July 10, 2024",NZ
"After being a hosting customer for ten years, my website goes down without notice. It was their server, but I couldn't get anyone from Bluehost to help me. Six days go by without any help whatsoever, so I had to find a new hosting company and take my website elsewhere. This is how a company bleeds to death. I found out later that their customer service is based in the Phillipines. Of course, they charged my credit card for another year of service without asking too.","June 21, 2024",US
"BlueHost charges left and right , but delays giving you credit for that. Currently they owe me $2580.11 which they promised I would receive it shortly, but since 6/28/2024, I have not seen any credit on my credit card from BlueHost.","July 09, 2024",US
"If you can get to a 2nd level tech, sometimes you can get a good answer or solution. However, it takes forever to get through the 1st level techs first. It's a huge bottleneck in the Bluehost ""support"" protocol that results in a lot of wasted time. The impression I get is that they don't want people to bother them with their server issues.","June 25, 2024",US
"Despite multiple phone calls, Bluehost was unable to tell me why my two small websites were taking up 29 GB. It took a support person at another hosting company to show me the 8-year-old backups in a folder that were taking up more than 25 GB!!!!!!!! Why didn't Bluehost know that? It's your CPanel--you should know how it works. And why are you doubling your rates? Simple greed. I'll be moving to another hosting company.","July 03, 2024",US
"Absolutely terrible service. I started a chat to uncover why the prices went up and what my options were. There was such a wild language barrier. The support associate told me they could offer a discount, but specifically not today. And not retroactively for my recently increased bill. And not for my next bill. I think they were trying to say that sometimes there are discounts, but I still honestly have no idea. After going in circles for an hour, I just stated I would be looking for another hosting provider and ended the chat.","July 06, 2024",US
Compared to other providers your policies are complicated though customer service reflects the same situation. For example domain transfer.,"April 09, 2024",GT
Absolutely awful! I have been with BH since 2013. I I needed to migrate my site somewhere else due to the lack of ease for me to update on my own. The subscription ended I was told by bluehost I would have until August 5th to get my team to migrate out. Two days they could not access it after Blue Hill said we could. Ultimately had to call and talk to somebody again only to be told absolutely not what I have any access to get my files out it's all I needed was my files my legal property. Bluehost completely lied did not stand behind what they do had no regard for how long I've been a customer no idea to work with me or anything nothing. Proving the fact that I as a customer am not valued by bluehost at all. As a result of bluehost taking so long not only did I have to pay for another month I've now had to pay extra money to my team for more billable hours because they were on hold with this so I wouldn't waste my time coming back,"July 02, 2024",US
"could not renew the domain, losing clients, obviously.
the system only refunded the 10 $ of the domain renewal which would not go through, but not the 190$ of all associated services.
customer care service, obviously outsourced, was super helpful and I lost a month and a half in the attempt to renew a domain which is still available but that BlueHost wouldn't process for reasons that their own customer service cannot comprehend.
major scam.
they refuse to reimburse the other services paid for, associated to a domain they would not renew.
currently enquiring as of statute of limitations and with my attorney to sue them.
(of course erased all of content copyrighted already for total lack of trust)","July 07, 2024",IT
"Thoroughly dishonest. Honestly they are!!
Our Company website and email goes down randomly, then the you call their support and they try to upsell you another product! Honestly you wouldn't believe a modern company could be so scandalous and dishonest.
When you want to leave (we tried to leave in June) they block your transfer TAG to another provider, and make up all manner of nonsense excuses. It literally takes two seconds to do, they will have you think its all technical, and sophisticated and requires escalation to their senior , bla bla blag blag blag
Then they pretended they fixed the issue, when in fact we've had to pay Nominet a fee to get them to complete the transfer for you!!
They might even send you an email from their 'support team' but forget to remove the template message form the email!! its True :)) Only its not funny its cost us money!
They will string you along pretending there are 'complex technical issues' etc which will leave none IT savvy people blagged possibly for several weeks at a time.
Do not use this company to host your Business class services, unless you want those kind of problems.
Martin UK Business owner. Thanks","July 09, 2024",GB
"Currently with Blue Host as an agency hosting clients landing pages. 2 x this month we have had websites infected with Melware and Bluehost don't want to know about it. We rebuilt an entire website as the Melware could not be removed, with software. A week later Melware again on the website that Bluehost Host. They have taken no responsibility and we will be looking at alternative hosting. Do not go near this company that once was good but now is crap. Poor service and terrible hosting. If you get a virus on THEIR servers you are on your own","July 09, 2024",NZ
"Do not deal with them. They are a nightmare! They Jack the prices up and refuse to let you transfer your website to another host. After weeks of calls and emails, I had to threaten legal action and immediately then the transfer worked. Lo and behold, 8 months after I have been DONE with them, they try to charge me $400 for a service I had cancelled long ago. They are con artists. Customer service is trained NOT to help you. I’m sorry to anyone who has to work for this crooked company. Contact your bank/credit card company if you have to. And threaten legal action if they keep “pretending” to help you.","July 03, 2024",US
Using VPS package but very bad services of bluhost.,"July 08, 2024",PK
"I had previously submitted a complaint on BlueHost for not providing the support they are obligated to provide. In addition to the yearly website hosting fees, I also paid an approximate $767 for website support with their partner WordPress. All that work that went into getting the website just right went out the window since the website's coding had been corrupted. When I asked about that, they wanted to charge me additional money. I asked that my website be restored to the March or April timeframe when it was last completed to my satisfaction, and according to their tech (Julie), they could not do it. Yes, because of personal issues, I was not able to respond within the 3-day timeframe, but I did provide sufficient information so that they could contact me, and it hasn't happened.","July 04, 2024",US
They lure you in with introductory offers then charge massive price increases and make it impossibly difficult to cancel and get a refund. Customer service is horrific,"July 07, 2024",AU
"I have been with bluehost for about 10 years. I discovered that I hadn't been receiving email from my contact form for weeks between late April and May. They supposedly fixed it, but there was an error, and caused my WP site was down 3 days. At least 4+ mind numbing text/calls. The last straw, an hour chat to give them the credentials to authenticate my website and email for a new email marketing service. They said it would take 24 hours, it never happened. I cancelled my auto renew. Went back a week later, they must have swiched it back. Another 45 min with customer service to get it turned off. Everything they've touched got messed up. Switched to Site Ground and am so happy. They have fast top notch tech support. They quickly fixed some coding bluehost added to my site to prevent it from loading after the transfer.","July 01, 2024",US
"With Blue Host our Business website and email services recently started to 'magically' and repeatedly go off-line, they then when we contact Bluehost they coincidentally try to sell us additional security services !! Whatever Guys! Then in the end enough was enough, so we repeatedly try to transfer our Domain TAG to another provider since the 5th June, By completing transfer on portal and then they simply block the transfer their end etc, presumably to try and tire us out so we forget about it and stay with them. We just kept getting blagged and nonsense mischievous interference. So this morning we literally had to pay a fee to the UK Based firm Nominet to do the transfer for us. Our new hosting company were quite clear this was Bluehost who were blocking the IPS tag change, so we literally had to pay money elsewhere to get our company domain back this morning!. Think long and hard about using Bluehost for your company. They will no doubt respond referring to their 'Escalation emails' blagging, nonsense emails etc etc, and the usual blagging excuses, but in 20 years of managing domain names I've never had such a disgusting, mischievous and stressful experience with a Host company, and its the first time our company website has mysteriously gone offline under their watch with their interferences! We literally only paid for the year's hosting fee a couple of months back, but in all honesty it was probably a worthwhile hit to ensure we have a continual online presence and operational emails for our company. As I say, use Bluehost for your company at your peril.

So then i get the auotomated cut and pasted response on here as follows …

""Hi Martin,

Oh no! It's unfortunate to hear this has been your recent experience while working with Bluehost. If you are still running into any problems, we would be more than happy to reach out and help however we can. I have sent you a request to gather more information so we can do just that. I hope to hear from you soon, thank you.

Marissa
Customer Advocate at Bluehost""

Which basically just meant they want your phone number, name and domain name, after you’ve left your review! Don't fall for the follow up after Trustpilot review nonsense either!
Although,hopefully you’ll never need to, because you’ll take heed, and never fall for this racket.","July 05, 2024",GB
"BEWARE! They tripled a basic hosting package for a client of ours from $179 a year to $536 with no notice. When I went on the site I can see the pricing for our plan is advertised as $119. When I initially contacted support they said there was nothing they could do. They said that renewals are charged at this triple rate so I am effectively being penalised for being a loyal customer. It took over 30 mins on chat to get them to reduce the price but it is still double what I paid the past 2 years, for exactly the same service. I had no choice but to renew as they were either going to autorenew at $536 or delete my clients'service on the spot. They left me with no alternative. I DO NOT recommend this company. Find a better provider as these people are crooks.","July 05, 2024",AU
"you don't deserve any star. Bluehost your work ethics is appalling and repulsive. It has been 32 days since I purchased services from you, I still have no accesses to my account not because I forgot my password but because of your faulty system which did not send a verification link and my proof of purchase to my inbox. Why does it take you ages to resolve your error? This is a breach of contract on your part; selling services you can not provide. I presume I need to close my bank account just to dodge a renewal of the subscription being deducted when no services are rendered. Yeah that sounds like how you get by. You are not far from Charles Ponzi... you aware about this issue but do nothing to resolve it. Shame on you.","July 05, 2024",ZA
"What has happened at Bluehost? We are not just talking heavy sales pitch. This feels at least like sharp practice and borders on dishonesty. I got several emails urging me to auto renew for various products. The big ticket one was for my 3 year Wordpress Plus Hosting, due to expire mid July. They had changed my plan to something called Wordpress Choice Plus. Noone contacted me about doing that and certainly never gave my permission. We had a 3 year contract. How can they just change it? I got an email telling me to renew Choice Plus immediately in June. And to swich on autorenew. At a price of $719 - more than 3 times what I paid for WP Plus hosting. During the first very long, slow chat, I told them I wanted to stay on my current plan - the one I paid for. Unbeknown to me, they then suspended my website!
Last week, I discovered that my website was down. I spent most of the day on chats with various personnel at Bluehost. Finally, someone agreed to make my website active again. I noticed that SSL and Sitelock seemed to be switched off but she assured me that they would be reset within a few hours. I just checked again now and they are still switched off. And my plan is showing as Wordpress Choice Plus! When I looked at the small print, I noticed that new option has a lot of items removed or they are only included in the price for the first year of a 3 year plan.
And I only just saw that this new plan excludes SSL and Sitelock which had been included in my previous bundle, each now an additional $3.33 per month so the final bill would be nearly $1,000. That also means that my website has been put at risk and is still at risk.
I learned to ignore all the pushes to buy ""privacy protection"" - my contact details are on every page of my website. Final straw. They also sent a batch of warning emails that my domain registration was about to expire and I should turn on auto renew. This was not true. My domain is good for another 15 months. They were trying to get me to ""renew"" a "".online "" domain name similar to mine. A domain that I never bought and never used.
I really don’t know what to do! I was happy with Bluehost, since 2015. Their tech service has been so good. But my trust is burned.","July 04, 2024",GB
"Fraudulently Charged. They charged me a year ago for services that I did not want. I called and cancelled my account and autopay. This year, they charged me $360, saying that I never cancelled the autopay and they cannot refund me as it is within their policy that I was supposed to cancel autopay (which I did). If they have any access to your financial accounts, they will abuse them. I have been reading online and this is a common occurrence, where they will take your money and refuse to refund you.","July 04, 2024",US
"Was great for about year. Now ssl started giving issues support did nothing except promised ''investigate''.
Assumed as previous experience was good it should be done..just to find that my site been in 404 for last 48h and clients can't get through..
Will update if anything changes","July 03, 2024",GB
"Horrible customer service. Incompetent support agents. They are cordial, but useful for nothing but saying that they understand ""how the issue is critical to your business"", while they really dont care.

I migrated from the shared hosting service to VPS as an upgrade because I was promised that this should have improved my site speed:
- Migration was managed in a horible way. No communication, lack of clarity and redundant requests to share already provided info
- After the migration I had a dozen of problems, for which I had to reach out to the support team and waste many hours
- Some agents simply close the chat after reading your case description
- The rest just care about convincing you that it is a domain name propagation issue promising that the issue will be solved in 24 hours after domains propagate. Then in the next 24 hours ther would be another similar execuse or some other totally random opinion that they act on
- Sometimes they cause more problems such my website not loading at all due to some server processes faliure
- It have been weeks now that I have a slower website, and emails on my domain name completely out of service

I also wondered how come they have good feedbacks on Trustpilot: What I noticed is that when agents feel that there is a good vibe, they ask you to leave them a review on Trustpilot. So apparently the good feedbacks are just a sample of selected clients.","July 02, 2024",IT
"Again worst company ever. First of all you should give the CUSTOMER the OPTION to turn on auto renew. It's funny how you yall just do it cause half the people just dont check the bill.
I noticed this and tried to call. Your customer support was like... yea sorry we have that on by default and no we can not refund your money... sorry. That in my book is a terrible company just out to rob you. I WILL NEVER DO BUSINESS AGAIN with them and i suggest to stay away. I have not even logged into the domain hosting account in almost a year. I do not even use it anymore and was just going to let it expire.","July 03, 2024",US
"I recently had a highly disappointing experience with Bluehost's customer support. Here’s a detailed account of what happened:

I purchased a hosting plan and domain from Bluehost, and the transaction was initially successful. I was even able to set up my base website. However, after one day, I received an email stating that my order was canceled due to an issue with my credit card, and a refund was processed. The problem is, I used a virtual ghost card for the transaction, which was deleted after the purchase, meaning I couldn't access the refunded amount.

When I reached out to Bluehost support to resolve this, the response I received was unsatisfactory and frustrating:

1. Support Agent Avin’s Response: The agent, Avin, acknowledged that the refund was issued to the deleted virtual card and couldn't be reverted. They claimed that refunds are automated and couldn't offer a solution to redirect the refund to another card or reinstate my order.

2. No Resolution or Compensation: When I asked if there were any plans or compensations to resolve the issue, Avin merely offered to reduce renewal prices for future hosting plans, which doesn't help since I lost both the service and my money.

3. Unfair Treatment: I pointed out that if Bluehost doesn't support virtual cards, they shouldn't accept them in the first place. This oversight on their part has left me without the service I paid for and no way to access my refunded money.

I provided all necessary details and even the transaction receipt, but the support I received was inadequate. The agent’s inability to offer a tangible solution or proper compensation is unacceptable. As a result, I have decided that this will be my first and last time using Bluehost, and I cannot recommend their services to anyone.

This entire experience has been extremely frustrating and has left me feeling unsupported and unheard. I hope others can learn from my experience and proceed with caution when considering Bluehost for their hosting needs.","July 03, 2024",DE
"Stay away from Bluehost and save yourself a headache, money and a lot of inconveniences. Today marks a month of me begging and pushing the bluehost ""professionals"" to grant me access to what I paid for. With 30 days past I can no longer claim a refund since no account was created for me. Also I paid for 12 months of web hosting, a month has been spent of those 12 months I paid for. Bluehost team you are so unprofessional and incompetent at what you do.","July 03, 2024",ZA
Slow hosting service. Money back guarantee is only if you cancel within 30 days. Big discount in the beginning only to charge you an arm and leg when it auto renews.,"May 30, 2024",US
"I have had a hosting account with Bluehost about 3 years. Once again, I feel that they just ripping me off for services not provided. I had paid for services with their partner and completed my site - April 2024. Well, I logged in a few days ago and my site is missing content that should of had no reason for being deleted. I also backed up the website then and it is still missing. They were going through a transition in servers and software and lost my data! Now, they want me to pay to restore my website to the last backup! The site is not a binding business and seems to be there to rip you off. The last agent I talked to was Julie.","July 02, 2024",US
"No one is responsible for issues that the operators cannot resolve, poor service and very expensive. They do not offer a solution to keep a client, they only respond with the cards as if it were a BOT. What a disaster I lost more than $600 for a VPS that barely has 30GB, when the current offer is 120GB. There are no responsible supervisors or managers.","July 02, 2024",VE
"Worst company ever.
Auto renews your plans without authorization and will not refund.
Terrible customer service","July 01, 2024",US
"Customer service team are always very helpful, but I moved (at great cost) from a poor hosting platform to Bluehost because I had received exception support in the past. This time the delivery was poor. Waited two weeks for a task to be completed that was confirmed to be one day. Then chased, now waiting again .. regret transferring. This said, I again confirm that the customer support team are excellent - just no action behind the scenes.","June 28, 2024",GB
Support can not be trusted .... after more than 8hours of contact with them and trying to fix my issue nothing happened. Each employee told me they will solve it and it will be done in 1 hour. nothing happened and then the same conversation with another employee so after that whole time my issue is still not solved! I'm loosing my mind with bluehost!,"July 01, 2024",CH
"Shocking and disgraceful mis-selling. I am not entirely sure how it happened but I was charged for additional services that in no way, shape or form resembled what I needed. The additional security features were not necessary for a site that I was using as a proof of concept page with absolutely no payment models which could have been compromised and so I would never have willingly agreed to a tripling of the amount I thought I had signed up for. Additional security trebling my subscription simply was not necessary. Talk about small print. Beware at all costs. And then don't even get me started about trying to get clarification out of them as I was desperately trying to get a straight answer as to which services I was paying for. All they kept coming back with was the bundle I had paid for and repeatedly would not just answer if they had any domains registered, if they were hosting said website any more or indeed even my emails on another website address. Took about 2 hours to get absolutley nowhere except for them to say they were indeed hosting an automated template of home page I had not authorised. Just shocking sales practice. I have been around since Web 1 so I have had many a a bad (and good) experience, but this one really took the cake. Never have I ever been overcharged I have to say. Watch what you are doing with these people at all costs (literally)","May 31, 2024",GB
"The worst treatment I found was from the helper called ""Kusuma"". The conversation lasted for nearly two hours due to his delay in responding. It's a pity for the time he wasted on me.
The company's performance has declined significantly and they no longer care about their customers, so I advise against subscribing to them unless they are committed to improving their service.

اسواء تعامل وجدته من مقدم المساعدة والذي يدعى ""Kusuma"" فقد استمرت المحادثة لما يقارب الساعتين بسبب تاخره في الرد، انه امر مؤسف على الوقت الذي اضاعه علي.
لقد تراجع اداء الشركة كثيرا ولم يعد يهتموا بعملائهم لذا انصح بعدم الاشتراك معهم الا اذا التزموا بتحسين خدمتهم.","June 29, 2024",YE
"I paid for server I never used. I responded immediately and was told ""no refunds"" (paid through 2027) Today, I am told that only before 30 days a refund was in fact available but not now. Again, I paid $1200 for a server I did not use. Seems like a very bad policy.","June 28, 2024",US
I purchased a hosting service but they had technical problems and despite the fact that I talked 45 minutes to them on the customer service chat they were unable to give a solution ie host my site.,"June 27, 2024",ES
"Unprofessionals at work, beware. I purchased a product on the 3rd of June. The system had a glitch, no proof of payment or verification link was sent to my email inbox. I have been sitting for 24 days with a product I can't even access. I have spent countless hours going back and forth with customer service. The most important thing I would point out here is Escalations teams do not reply emails, In my case I presume its deliberate so that 30 days can expire and I have no grounds to claim a refund. That is unprofessionalism at it's best. Shame on you, I have to beg, bum and push you to get access to what I paid for.","June 27, 2024",ZA
